Bank,IntChk2.5k,IntChk5k,MM2.5k,MM10k,MM25k,MM50k,MM100k,MM250k,Savings1k,Savings2.5k,3MoCD,6MoCD,9MoCD,1YrCD,18MoCD,2YrCD,30MoCD,3YrCD,4YrCD,5YrCD,36MoNAuto25k,48MoNAuto25k,60MoNAuto25k,72MoNAuto25k,36MoUAuto15k,48MoUAuto15k,60MoUAuto15k,72MoUAuto15k,36MoFixedUnsecLoan5k,60MoNRV25k,60MoNBoat25k,PlatCC,RwrdsCC,InterestIncomeoverAvgAssets,InterestExpenseoverAverageAssets,NetInterestIncomeoverAvgAssets,NetInterestMargin,YieldoverCostSpread,YieldonSecurities&OtherAssets,YieldonDebtandEquitySecurities,YieldonOtherAssets,AssetweightedSecurities&OtherYield,AssetweightedLoanYield,AssetweightedSecuritiesYield,AssetweightedOtherAssetYield,YieldonEarningAssets,YieldonLoansandLeases,NoninterestIncomeoverAverageAssets,GrossLoansoverAssets,LoansoverDeposits,OperatingExpenseoverOperatingRevenue,RiskBasedCapitalRatio,EquityoverAssets,ReservesoverNPAs,NetChargeoffsoverAvgLoans,LiquidityRatio,LiquidAssetsoverAssets,OneYearGapoverAssets,EarningAssetsoverIBL,CostofFunds,CostofInterestbearingLiabilities,CostofIntbearingDeposits,CostofBorrowings,CostofTimeDeposits$250K,CostofOtherTimeDeposits,LiabweighCostofIntbearDep,LiabilitywtdBorrowingCost,AssetGrowthRate,DepositGrowthRate,ChangeinAssets,ChangeinDeposits,ROAA
Bank1199,0.01,0.01,,,,,,,0.05,0.05,0.05,0.1,,0.6,0.65,0.7,,0.8,0.9,1.11,4.27,4.27,4.27,4.27,5.12,5.12,5.12,,10.29,,6.25,,,3.37,0.35,3.02,3.23,3.22,2.18,2.15,3.44,0.91,2.69,0.87,0.04,3.61,4.63,0.64,54.92,61.58,82.06,16.88,7.9,22.13,1.6,35.27,32.48,3.72,103.12,0.38,0.39,0.15,7.51,1.14,0.57,0.15,0.24,-1.6,4.07,-0.4,1.02,0.53
Bank1200,,,0.8,0.8,0.8,0.8,0.8,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,3.48,1.27,2.21,2.32,2.17,2.6,3.03,2.04,0.21,3.44,0.14,0.07,3.66,3.75,0.93,87.69,104.97,62.63,12.84,8.97,157.19,-0.02,8.28,7.54,66.97,112.79,1.4,1.49,1.44,2,1.56,1.51,1.32,0.17,10.79,11.17,2.7,2.79,0.87
Bank1201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank1202,0.05,0.05,0.1,0.1,0.18,0.28,0.33,0.33,0.18,0.18,0.05,0.05,0.05,0.25,0.25,0.61,0.25,2.04,2.04,2.04,2.37,2.37,2.87,2.87,3.37,3.37,3.37,,13,4.49,4.49,10.24,13.24,3.57,0.35,3.22,3.31,3.25,1.98,2.38,1.56,0.46,3.21,0.28,0.18,3.67,4.18,0.5,74.39,86.59,55.33,19.01,9.08,114.46,0.01,19.44,17.68,-4.07,119.07,0.38,0.42,0.4,0.63,1.06,0.82,0.38,0.04,1.76,5.92,0.44,1.48,1.24
Bank1203,0.05,0.05,0.09,0.14,0.14,0.17,0.17,0.17,0.07,0.07,0.1,0.1,0.1,0.15,0.45,0.5,0.6,0.65,,1.06,2.68,2.77,2.83,2.98,3.3,3.31,3.34,,8.34,6.5,6.38,7.4,,3.4,0.4,3,3.31,3.15,2.21,2.24,1.73,0.62,3.13,0.59,0.03,3.75,4.35,1.36,66.06,81.03,67.8,13.44,11.66,78.87,-0.03,10.35,9.14,12.87,138.94,0.45,0.6,0.48,1.49,2.63,0.26,0.42,0.18,-9.7,15.06,-2.42,3.77,1.08
Bank1204,0.05,0.1,0.15,0.2,0.3,0.4,0.4,0.4,0.25,0.25,0.25,0.75,,1,1.1,1.26,,1.51,1.61,1.86,3.49,4,4.25,4.49,7,7,,,,7,7,,,3.56,0.39,3.17,3.44,3.36,2.63,2.78,1.81,1.15,2.71,1.03,0.12,3.86,4.82,0.27,53.26,60.26,85.04,20.6,11.11,43.63,0.01,41.52,36.91,6.62,119.65,0.44,0.5,0.5,,1.27,1.04,0.5,,-3.86,-1.02,-0.97,-0.25,0.49
Bank1205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.33,0.9,3.42,3.5,3.35,2.03,2.22,1.63,0.76,3.66,0.57,0.2,4.43,5.88,0.14,59.53,79.46,79.73,38.9,15.28,245.74,0,12.86,10.89,-7.1,115.79,1.07,1.08,1.04,1.42,1.2,1.1,0.92,0.16,2.76,0.24,0.69,0.06,0.52
Bank1206,0.05,0.1,0.05,0.15,0.15,0.15,0.15,0.15,0.05,0.05,0.15,0.2,0.25,0.3,0.4,0.5,0.6,0.7,0.8,1,3.75,3.88,4,,3.95,4.25,4.55,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank1207,0.01,0.01,0.04,0.05,0.05,0.06,0.06,0.06,0.01,0.01,0.05,0.05,0.13,0.1,0.15,0.21,0.4,0.36,0.51,0.81,3.94,4.59,4.75,5.14,3.99,4.62,4.78,,,5.99,5.53,11.49,15.49,3.33,0.55,2.78,3.07,2.87,1.85,2.16,-0.14,0.59,3.08,0.59,-0.01,3.67,4.52,2,61.33,81.91,55.68,12.5,10.69,98.12,0.48,30.75,27.42,30.36,131.94,0.63,0.8,0.54,2.01,1.76,0.82,0.44,0.36,-1.66,-3.1,-0.42,-0.77,1.47
Bank1208,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,0.1,0.3,,0.45,1.5,0.85,,0.95,1.25,1.5,2.49,2.49,2.49,2.49,3.49,3.49,,,15,,,,11.24,3.14,0.4,2.74,2.79,2.71,1.67,1.77,1.45,0.47,2.72,0.35,0.12,3.19,3.79,0.65,69.09,75.33,72.61,13.16,7.72,180.03,0.03,21.71,20.03,20.1,115.6,0.44,0.48,0.47,1.57,1.44,1.43,0.47,0.01,40.4,45.14,10.1,11.28,0.66
Bank1209,0.15,0.15,0.15,0.15,0.15,0.15,0.25,0.25,0.1,0.1,0.2,0.3,0.4,0.5,0.6,1,0.8,1.25,2.65,1.55,,,,,,,,,,,,,,3.58,0.43,3.15,3.43,3.33,2.26,2.2,2.59,0.26,3.64,0.21,0.05,3.9,4.11,1.74,80.56,92.23,87.41,16.24,11.13,38.93,0.52,12.92,11.49,4.72,121.22,0.48,0.57,0.53,2.04,1.25,1.29,0.52,0.05,7.08,13.55,1.77,3.39,0.46
Bank1210,0.01,0.01,0.05,0.05,0.05,0.05,0.05,0.05,0.02,0.02,0.05,0.11,0.17,0.21,0.27,0.32,0.36,0.47,1,1.05,3.56,3.56,3.56,3.61,3.68,3.68,3.68,4.64,,6.17,6.17,,12.24,3.23,0.38,2.85,3.06,2.83,2.06,2.07,1.91,0.86,2.61,0.8,0.06,3.46,4.47,2.03,54.62,66.58,68.82,14.45,10.33,144.29,0.37,18.13,16.26,6.03,156.34,0.42,0.64,0.52,1.38,0.54,0.73,0.45,0.19,-14.4,-17.86,-3.6,-4.47,1.09
Bank1211,0.01,0.01,0.03,0.05,0.05,0.05,0.1,0.1,0.01,0.01,0.02,0.05,,0.1,0.45,0.6,,0.7,0.85,2,4.16,4,3.9,4.24,4.41,4.25,4.15,4.34,9.52,6.91,6.91,11.49,13.49,3.87,0.37,3.5,4.03,3.82,2.33,2.35,2.18,0.35,4.11,0.32,0.03,4.46,4.84,1.2,75.8,97.55,61.1,13.89,15.51,159,0.26,10.4,8.79,33.3,153.97,0.44,0.64,0.46,2.26,1.37,1.17,0.41,0.22,2.09,3.18,0.52,0.79,1.21
Bank1212,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,0.1,0.3,,0.45,1.5,0.85,,0.95,1.25,1.5,2.49,2.49,2.49,2.49,3.49,3.49,,,15,,,,11.24,3.14,0.4,2.74,2.8,2.72,1.7,1.77,1.54,0.48,2.73,0.35,0.13,3.21,3.79,0.65,69.09,75.33,72.57,13.16,7.72,180.03,0.03,21.71,20.03,20.01,115.6,0.44,0.49,0.48,,1.43,1.43,0.48,,40.4,45.13,10.1,11.28,0.66
Bank1213,0.1,0.1,0.05,0.05,0.15,0.15,0.15,0.15,0.05,0.05,0.1,0.15,,0.35,,0.65,,0.85,1.05,1.3,4,4,4,5,5,5,5,,8,4,4,13.5,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank1214,0.03,0.03,0.1,0.1,0.15,0.2,0.25,0.25,0.1,0.1,0.1,0.15,,0.25,,0.45,1.85,0.65,0.75,1.2,3.64,3.64,3.64,,3.74,3.84,3.94,,12.25,6.95,6.95,11.49,13.49,3.83,0.64,3.18,3.61,3.41,2.65,2.71,2.4,0.41,3.92,0.34,0.07,4.34,4.65,0.68,74.74,101.56,80.12,11.97,13.92,86.13,0.04,10.8,9.3,10.86,125.67,0.77,0.92,0.6,2.44,1.24,1.27,0.49,0.43,164.28,153.76,41.07,38.44,0.51
Bank1215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.52,0.63,3.89,4,3.75,1.41,,,0.05,4.59,,,4.64,4.77,0.09,92.49,123.18,80.12,44.39,24.61,19.32,0,6.55,4.94,-22.97,138.56,0.83,0.89,0.89,1.33,0.99,1.12,0.88,0.02,3.73,14.68,0.93,3.67,0.53
Bank1216,0.05,0.05,0.1,0.15,0.25,0.35,0.5,0.55,0.05,0.05,0.1,0.15,,0.25,0.35,0.45,0.65,0.75,1.35,1.6,7.75,7.75,8,,8.75,8.75,,,14.5,,,11.49,13.49,4,0.39,3.6,3.92,3.75,2.23,2.09,6.55,0.4,3.95,0.36,0.04,4.35,4.82,0.62,75.3,88.6,69.55,19.27,14.57,272.63,0.02,17.18,14.68,4.19,137.32,0.47,0.6,0.56,10.98,2.91,1.17,0.56,0.04,6.65,10.07,1.66,2.52,1.02
Bank1217,,,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.8,1.5,,1.85,,2,,,,,,,,,,,,,,,,,,2.45,1.14,1.3,1.32,1.13,2.38,2.55,1.55,2.23,0.25,1.98,0.25,2.48,4.06,0.02,6.27,7.32,35.34,49.39,13.65,18.27,0,106.86,92.28,-50.76,118.01,1.33,1.36,1.36,,1.48,1.48,1.36,,-3.08,-4.41,-0.77,-1.1,0.61
Bank1218,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.25,0.5,,0.75,1,1.1,1.15,,1.51,2.01,,,,,,,,,,,,,,3.86,0.45,3.41,3.59,3.53,2.49,3.24,1.51,0.64,3.43,0.47,0.17,4.07,4.61,0.02,70.45,81.95,76.5,25.19,13.77,34.83,-0.02,25.59,22.06,0.41,113.4,0.53,0.54,0.54,,1.91,1.07,0.54,,5.61,6.34,1.4,1.59,0.54
Bank1219,0.05,0.05,0.25,0.25,0.25,0.25,0.25,0.25,0.15,0.15,0.25,0.3,0.35,0.35,0.5,1.5,1,1.25,1.5,2,,,,,,,,,,,,,,4.24,0.73,3.51,3.58,3.38,1.38,2.58,1.31,0.16,4.16,0.02,0.14,4.32,4.71,0.82,86.76,101.17,76.72,14.91,9.89,63.75,0.28,11.92,10.74,13.04,127.16,0.82,0.95,0.91,1.51,1.61,1.48,0.86,0.09,6.34,12.05,1.59,3.01,0.73
Bank1220,0.15,0.6,,,,,,,0.1,0.1,0.2,0.25,0.4,2,0.6,0.7,0.75,1,1.25,1.5,,,,,,,,,,,,,,3.64,0.77,2.88,2.99,2.83,2.3,2.18,2.3,0.3,3.5,0,0.29,3.79,4.02,1.6,84.58,97.05,53.11,16.13,11,97.71,-0.01,10.13,9.01,2.85,117.25,0.87,0.96,0.96,1.96,1.45,1.28,0.96,0,-5.59,-8.14,-1.4,-2.03,2.09
Bank1221,0.05,0.05,0.03,0.03,0.05,0.1,0.15,0.15,0.03,0.03,0.1,0.15,0.2,0.25,0.4,0.5,,0.8,0.9,1.31,4.99,4.99,4.99,,4.99,4.99,,,9.5,,5.99,11.49,13.49,3.51,0.32,3.19,3.45,3.31,1.95,2.04,1.59,0.32,3.48,0.27,0.05,3.8,4.16,0.75,78.81,104.38,69.54,15.28,11.04,44.09,-0.02,2.76,2.45,3.36,136.55,0.36,0.48,0.29,1.43,1.02,0.85,0.24,0.24,-0.03,-8.37,-0.01,-2.09,0.91
Bank1222,0.1,0.1,0.05,0.1,0.1,0.1,0.1,0.1,0.05,0.05,0.15,0.2,0.35,0.45,1,0.55,0.6,1.25,1.4,1.5,,,,,,,,,,,,11.49,13.49,3.63,0.42,3.21,3.34,3.25,2.2,2.45,1.38,0.63,3.14,0.53,0.09,3.77,4.4,1.03,69.06,78.37,83.75,15.74,8.96,59.28,0.28,26.31,23.95,2.49,119.43,0.46,0.52,0.49,2.56,1.19,1.15,0.48,0.04,11.98,2.59,3,0.65,0.52
Bank1223,0.05,0.08,0.17,0.18,0.22,0.28,0.28,0.33,0.08,0.18,0.1,0.2,,0.38,0.5,0.54,,1.12,0.9,1.45,3.25,4.25,4.75,5.25,3.25,4.25,4.75,5.25,10.5,4.75,4.75,,11.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank1224,0.02,0.02,0.01,0.01,0.02,0.03,0.04,0.05,0.01,0.01,0.01,0.02,0.02,0.03,0.07,0.15,0.15,0.2,0.2,0.3,3.25,3.25,3.35,3.5,3.25,3.25,3.5,3.75,10.5,5.75,5.75,11.49,13.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank1225,0.05,0.05,0.05,0.1,0.15,0.2,0.25,0.35,0.05,0.05,,0.4,0.5,0.55,0.55,0.8,,1.01,1.11,1.31,2.99,2.99,2.99,2.99,3.24,3.24,3.24,3.24,11.49,4.49,4.49,10.24,14.24,3.59,0.89,2.7,2.92,2.74,3.12,3.1,3.37,0.53,3.35,0.49,0.05,3.89,4.05,0.55,77.4,102.75,62.01,11.7,10.1,95.17,0.08,10.63,9.56,-0.37,118.72,0.99,1.14,0.98,1.85,1.98,1.03,0.8,0.34,-2.77,6.56,-0.69,1.64,1
Bank1226,0.1,0.1,0.05,0.05,0.25,0.3,0.3,0.3,0.25,0.25,0.5,0.5,,0.85,,0.9,1.45,1.11,1.26,1.77,4.25,4.25,4.25,,4.5,4.5,4.5,,,5.25,5.25,8.99,8.99,3.8,0.26,3.54,3.75,3.71,2,2.12,1.67,0.97,3.05,0.75,0.22,4.02,5.92,1.62,47.97,53.33,59.72,19.06,9.75,172.29,0.07,33.04,29.82,29.05,123.98,0.27,0.31,0.31,,0.71,0.67,0.31,,3.03,3.25,0.76,0.81,2.04
Bank1227,0.05,0.05,0.1,0.15,0.15,0.3,0.35,0.35,0.1,0.1,0.15,0.1,0.15,0.4,0.5,2,0.5,0.9,1.1,1.5,2.99,2.99,3.15,3.33,2.99,2.99,3.15,3.33,14.33,6.16,6.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank1228,0.1,0.1,0.05,0.05,0.25,0.3,0.3,0.3,0.05,0.08,0.25,0.34,0.6,0.64,0.83,0.98,1.19,1.43,1.73,1.99,4.72,4.72,4.72,4.25,5.41,5.41,3.57,4.25,14.05,7.29,7.29,9.5,,3.6,0.5,3.11,3.56,3.29,2.43,2.39,2.5,0.45,3.68,0.3,0.15,4.13,4.52,0.66,70.78,96.57,50.22,14.62,17.46,44.79,0.16,10.69,8.83,13.89,149.62,0.61,0.85,0.67,1.89,1.25,0.91,0.57,0.27,-9.22,-5.33,-2.3,-1.33,1.33
Bank1229,0.09,0.09,0.07,0.13,0.18,0.19,0.19,0.19,0.09,0.09,0.07,0.12,0.2,0.52,0.86,1.03,1.08,1.21,1.37,1.47,3.54,3.76,3.88,5,4,4.1,4.23,4,8.29,4.4,4.4,,10.78,3.38,0.5,2.88,3.1,3.05,2,2.06,1.68,0.67,2.96,0.58,0.09,3.63,4.46,0.96,61.17,73.26,67.46,11.27,7.82,97.45,0.12,19.51,17.98,15.89,126.54,0.48,0.58,0.43,1.98,1.14,0.98,0.39,0.19,-11.45,-7.66,-2.86,-1.91,1.11
Bank1230,0.05,0.05,0.1,0.1,0.2,0.3,0.5,0.5,,0.03,0.15,0.2,,0.4,0.6,0.7,0.75,0.85,1.2,1.35,3.25,3.25,3.25,3.75,3.5,3.5,3.5,,11,6.5,6.5,11.49,13.49,3.24,0.43,2.81,2.99,2.91,2.26,2.29,2.11,0.97,2.48,0.8,0.16,3.45,4.33,0.79,54.93,63.17,70.62,21.29,11.23,214.41,0.52,39.27,34.86,5.2,117.97,0.49,0.54,0.5,2.31,1.28,0.95,0.49,0.05,4.12,6.77,1.03,1.69,0.85
Bank1231,0.02,0.02,0.1,0.1,0.1,0.1,0.15,0.15,0.02,0.02,0.1,0.1,,0.1,0.15,0.15,0.15,0.2,0.2,0.2,3.58,3.58,3.58,4.08,3.68,3.68,3.68,,9.94,6.3,6.3,11.49,13.49,3.78,0.4,3.38,3.71,3.51,2.51,2.55,1.93,0.68,3.46,0.65,0.03,4.15,4.76,0.8,66.94,82.15,56.6,13.52,11.06,76.48,0.07,20.23,17.99,25.21,147.29,0.45,0.64,0.38,2.61,0.99,0.66,0.34,0.31,11.31,7.11,2.83,1.78,1.24
Bank1232,0.12,0.12,0.1,0.1,0.1,0.1,0.2,0.5,0.09,0.09,0.72,0.94,0.5,1.29,1.55,1.75,2,1.75,1.75,1.75,,,,,,,,,,,,,,2.5,0.47,2.03,2.37,2.11,2.21,2.12,4.6,1.6,1.31,1.47,0.12,2.91,4.74,2.89,22.47,26.34,59.06,27.96,11.97,23.77,0.08,42.63,37.52,-1.28,141.05,0.55,0.8,0.72,1.99,1.06,1.14,0.68,0.12,16.41,52.48,4.1,13.12,1.6
Bank1233,0.05,0.05,0.05,0.1,0.15,0.2,0.25,0.35,0.05,0.05,,0.4,0.5,0.55,0.55,0.8,,1.01,1.11,1.31,2.99,2.99,2.99,2.99,3.24,3.24,3.24,3.24,11.49,4.49,4.49,10.24,14.24,3.59,0.96,2.63,2.87,2.7,3.27,3.1,7.43,0.54,3.38,0.49,0.05,3.92,4.05,0.55,77.13,103.2,65.57,12.72,9.78,95.17,0.08,10.56,9.52,-0.37,117.12,1.07,1.22,1,2.06,2.67,0.85,0.79,0.43,-2.7,6.68,-0.68,1.67,0.89
Bank1234,0.01,0.01,0.01,0.02,0.03,0.06,0.08,0.14,0.03,0.03,0.2,0.39,0.39,0.78,0.78,1.08,1.08,1.24,1.44,1.64,3.99,3.99,3.99,5.79,3.99,3.99,3.99,5.79,4.5,4.19,4.19,,,22.39,0.27,22.12,20.72,20.38,1.44,2.14,1.16,0.38,20.59,0.16,0.22,20.97,27.98,16.8,78.32,176.53,31.74,69.15,51.26,,13.85,46.85,22.64,29.81,324.87,0.46,0.59,0.59,0,1.03,2.04,0.59,0,11.86,11.73,2.96,2.93,16.38
Bank1235,0.05,0.1,0.35,0.35,0.35,0.35,0.35,0.35,0.25,0.25,,0.35,0.6,0.6,1.3,1.3,1.3,,1.76,2.12,,,,,,,,,,,,,,3.3,0.76,2.54,2.64,2.54,1.81,2.24,1.57,0.3,3.14,0.13,0.17,3.44,3.76,0.07,84.23,99.25,101.82,23.24,12.12,270.54,0,12.27,10.78,-6.75,112.93,0.88,0.9,0.87,1.93,1.74,1.4,0.84,0.06,18.89,24.22,4.72,6.05,-0.03
Bank1236,0.1,0.1,0.2,0.2,0.25,0.25,0.25,0.25,0.15,0.15,0.25,0.5,0.85,0.4,1,1.6,1.4,1.5,1.75,2.25,,,,,,,,,,,,,,2.71,0.48,2.23,2.47,2.28,1.35,1.05,1.59,0.68,2.32,0.23,0.45,3.01,4.7,0.28,44.77,60.67,70.33,37.41,16.95,,0,46.12,38.3,25.74,140.69,0.6,0.73,0.78,0.25,4.37,1.07,0.71,0.02,5.66,2.61,1.42,0.65,0.56
Bank1237,0.1,0.1,0.1,0.1,0.1,0.15,0.15,0.2,0.15,0.15,0.12,0.15,0.25,0.35,0.4,0.55,,0.65,0.85,1.06,6.1,6.1,6.1,,7.1,7.1,7.1,,15.41,8.13,8.13,11.49,16.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank1238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.43,0.72,2.71,3.49,3.46,1.39,7.69,1.19,0.31,4.11,0.05,0.26,4.42,5.29,2.2,60.06,67.68,171.2,12.22,7.25,9.2,0,24.03,22.28,-0.34,105.19,0.77,0.96,0.93,1.6,1.16,1.14,0.89,0.07,-14.59,-21.48,-3.65,-5.37,-3.5
Bank1239,0.05,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.05,0.05,0.25,0.35,,0.5,,2,2.25,3,1.5,1.75,4.6,4.6,4.6,5.6,5.6,5.6,5.6,,14.75,,,11.49,13.49,4.63,0.8,3.83,4.06,3.81,2.73,3.01,2.39,0.26,4.64,0.16,0.1,4.9,5.13,0.55,83,106.94,53.96,13.24,8.55,277.97,-0.05,13.67,12.5,12.09,130.55,0.87,1.1,0.96,1.73,1.43,1.59,0.79,0.3,-4.29,28.51,-1.07,7.13,1.51
Bank1240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.71,0.6,3.1,3.17,3.01,1.82,2.82,1.69,0.31,3.47,0.05,0.25,3.78,4.18,0.8,81.12,96.69,80.26,23.81,14.9,181.78,-0.05,18.82,16.02,-20.91,125.85,0.71,0.77,0.77,,1.23,1.02,0.77,,-8.71,-11.48,-2.18,-2.87,0.56
Bank1241,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1,,0.45,0.55,0.75,0.85,1.1,1.15,1.25,5.25,5.25,5.25,5.5,6.25,6.5,,,9.24,,,11.49,13.49,3.82,0.55,3.27,3.62,3.58,2.66,2.27,12.1,0.31,3.91,0.26,0.06,4.23,4.43,1.37,79.99,105.53,65.34,14.04,13.15,72.94,0.02,3.7,3.22,22.52,107.99,0.63,0.65,0.43,2.42,1.18,1.08,0.38,0.27,5.19,-6.48,1.3,-1.62,1.13
Bank1242,0.01,0.01,,0.2,0.25,0.3,0.3,0.3,0.05,0.05,0.3,0.56,0.66,0.71,0.76,1.51,1.54,1.71,1.87,2.12,3.29,3.29,3.29,3.29,3.79,3.79,3.79,3.79,9.24,6.74,6.5,8.15,11.15,4.89,0.17,4.72,5.02,5.01,2.14,2.09,2.35,0.81,4.38,0.65,0.16,5.19,7.05,2.96,55.16,62.27,65,16.19,8.82,100.26,1.55,48.03,43.79,38.88,112.88,0.18,0.18,0.18,,0.85,0.79,0.18,,14.79,15.94,3.7,3.98,1.39
Bank1243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.94,1.28,2.66,2.8,2.35,2.59,2.7,1.89,0.44,3.71,0.39,0.04,4.15,4.46,0.62,78.98,185.91,59.17,12.84,10.65,39.38,-0.14,11.93,10.66,19.43,131.05,1.46,1.8,0.65,2.49,1.31,0.46,0.24,1.56,-12.16,-20.79,-3.04,-5.2,1.12
Bank1244,0.15,0.15,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,,0.35,,0.5,0.6,0.9,,1.15,,,3.25,3.38,3.5,,3.5,3.75,4,,,,,,,3.97,0.61,3.36,3.49,3.26,2.56,2.15,3.07,0.19,3.93,0.09,0.1,4.12,4.25,0.15,86.62,129.2,98.39,42.32,25.02,298.7,0,13.58,10.18,-17.25,137.57,0.81,0.87,0.78,1.69,0.65,1.27,0.71,0.16,13.09,19.63,3.27,4.91,0.05
Bank1245,0.02,0.02,0.15,1.02,1.03,1.04,1.05,1.05,0.04,0.04,0.7,1.01,0.95,1.85,1.34,1.45,1.6,1.68,1.78,1.95,4.55,4.55,4.55,4.8,5.15,5.15,5.15,,17.75,,,,,3.65,0.82,2.83,3.13,2.81,2.81,2.76,3.38,0.45,3.58,0.41,0.04,4.03,4.26,0.45,76.57,102.74,70.54,11.89,11.01,42.63,-0.02,9.32,8.29,2.15,134.69,0.94,1.22,0.94,2.33,0.56,1.62,0.75,0.47,91.03,83.87,22.76,20.97,0.57
Bank1246,0.05,0.05,0.1,0.15,0.25,0.25,0.3,0.3,0.15,0.15,0.15,0.2,,0.45,0.6,0.65,,0.8,1,1.15,4.45,4.45,4.91,,5.76,5.76,6.16,,15,4.91,4.91,10.99,16.99,3.53,0.27,3.26,3.48,3.34,2.42,2.47,1.56,1.02,2.75,0.98,0.04,3.77,4.75,0.46,54.08,67.56,55.95,19.71,15.26,44.8,-0.03,36,30.51,11.5,150.63,0.32,0.42,0.42,0.45,1.29,0.8,0.38,0.04,2.91,8.21,0.73,2.05,1.43
Bank1247,0.1,0.1,0.35,1.41,1.41,1.41,1.41,1.41,0.25,0.25,0.5,0.75,,1.66,1.05,1.86,,1.51,1.76,2.01,,,,,,,,,,,,,14.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank1248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.83,0.42,2.4,2.57,2.47,1.63,2.21,0.39,0.72,2.3,0.67,0.06,3.02,4.14,0.07,53.3,67.59,88.06,52.81,20.92,,0,50.46,39.9,19.4,120.1,0.54,0.56,0.56,,1.14,1.09,0.56,,-2.94,-3.43,-0.74,-0.86,0.26
Bank1249,0.03,0.03,0.03,0.03,0.05,0.1,0.15,0.15,0.03,0.03,,0.1,,0.15,0.2,0.25,1.1,0.6,1,,3.49,3.74,3.99,,3.49,3.74,3.99,,6.99,6.5,6.5,,,3.7,0.38,3.33,3.53,3.45,1.47,2.99,1.45,0.29,3.65,0.01,0.28,3.93,4.53,0.02,75.64,102.19,69.15,33.62,18.75,,0,26.22,21.3,5.99,120.83,0.47,0.49,0.34,2.35,1.05,0.75,0.31,0.17,4.06,3.89,1.01,0.97,0.73
Bank1250,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.25,0.25,0.5,0.5,1,0.6,,1,1.6,1.6,4,4.5,4.5,4.99,4.25,4.75,4.75,5.24,,,,10.99,12.99,3.97,0.83,3.14,3.3,3.1,2.19,2.78,2.04,0.24,3.94,0.06,0.18,4.18,4.43,2.5,84.3,114.03,51.32,25.75,14.57,41.82,0,14.82,12.66,8.74,128.3,0.98,1.08,0.98,1.54,1.28,1.29,0.8,0.28,-14.65,11.17,-3.66,2.79,2.74
Bank1251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.93,0.73,2.2,2.3,2.18,2.08,2.33,1.4,1.49,1.57,1.22,0.27,3.06,5.52,0.24,26.92,31.36,77.16,52.45,14.06,27.9,0,80.67,69.32,-1.9,117.08,0.84,0.89,0.89,,1.18,1.18,0.89,,1.66,1.04,0.42,0.26,0.45
Bank1252,0.1,0.1,0.15,0.2,0.25,0.25,0.4,0.45,0.15,0.15,,0.25,,0.55,,0.75,,1.2,1.4,1.6,,,,,,,,,,,,11.49,13.49,3.82,0.54,3.28,3.47,3.34,1.42,1.95,1.16,0.15,3.9,0.07,0.08,4.05,4.35,0.24,83.94,110.02,55.27,13.6,16.42,48.25,0.19,7,5.85,11.67,119.43,0.67,0.71,0.65,1.47,1.43,1.29,0.6,0.12,-9.57,-16.98,-2.39,-4.24,1.57
